arm,fraction,max_open,trades_signal,trades_executed,skipped_max_open,exposure_limited,fully_available,final_equity_usd,net_pnl_usd,return_pct,max_dd,max_dd_pct,max_simultaneous,max_exposure,win_rate_pct,profit_factor,avg_pnl_usd,sum_win_usd,sum_loss_usd,phase,sweep,candidate
A12.5_M12,0.125,12,330,330,0,0,330,1081.9628513703763,81.96285137037626,8.196285137037629,-0.030841074284770603,-3.0841074284770604,8,0.9631655392137933,54.24242424242424,1.2171201360804698,0.24837227687993108,459.46285137037637,-377.4999999999992,full,grid,E2+T7
A15_M4,0.15,4,128,128,0,0,128,1020.4803932792283,20.480393279228338,2.048039327922835,-0.03675878041019292,-3.675878041019292,4,0.5904303938790143,53.125,1.1137799626623872,0.1600030724939821,200.4803932792293,-179.99999999999963,select,grid,E2+T7
A15_M4,0.15,4,202,192,10,0,192,1078.464291140056,78.46429114005605,7.846429114005615,-0.02440360723154589,-2.440360723154589,4,0.599534233005336,55.208333333333336,1.304125159457583,0.4086681830211259,336.4642911400556,-257.9999999999994,holdout,grid,E2+T7
A15_M4,0.15,4,330,320,10,0,320,1098.944684419284,98.94468441928393,9.894468441928383,-0.03675878041019292,-3.675878041019292,4,0.5904303938790143,54.375,1.2259011059801048,0.3092021388102684,536.9446844192848,-437.9999999999991,full,grid,E2+T7
A15_M6,0.15,6,128,128,0,0,128,1020.4803932792283,20.480393279228338,2.048039327922835,-0.03675878041019292,-3.675878041019292,4,0.5904303938790143,53.125,1.1137799626623872,0.1600030724939821,200.4803932792293,-179.99999999999963,select,grid,E2+T7
A15_M6,0.15,6,202,199,3,0,199,1075.3869525990162,75.38695259901624,7.538695259901629,-0.03018208550124937,-3.0182085501249367,6,0.8831714871380419,54.77386934673367,1.2792109355519155,0.3788289075327487,345.38695259901635,-269.9999999999994,holdout,grid,E2+T7
A15_M6,0.15,6,330,327,3,0,327,1095.8673458782446,95.86734587824458,9.586734587824463,-0.03675878041019292,-3.675878041019292,6,0.8657716892980002,54.12844036697248,1.2130385463961042,0.29317231155427126,545.8673458782457,-449.99999999999903,full,grid,E2+T7
A15_M8,0.15,8,128,128,0,0,128,1020.4803932792283,20.480393279228338,2.048039327922835,-0.03675878041019292,-3.675878041019292,4,0.5904303938790143,53.125,1.1137799626623872,0.1600030724939821,200.4803932792293,-179.99999999999963,select,grid,E2+T7
A15_M8,0.15,8,202,201,1,4,198,1079.8672778273653,79.86727782736534,7.986727782736525,-0.03005147811082456,-3.005147811082456,7,1.0,55.223880597014926,1.2958199020006582,0.3973496409321678,349.8534325357397,-269.986154708374,holdout,grid,E2+T7
A15_M8,0.15,8,330,329,1,4,326,1101.103798308025,101.10379830802503,10.110379830802497,-0.03675878041019292,-3.675878041019292,7,1.0,54.40729483282675,1.2246820202135995,0.30730637783594805,551.0899530164004,-449.98615470837365,full,grid,E2+T7
A15_M10,0.15,10,128,128,0,0,128,1020.4803932792283,20.480393279228338,2.048039327922835,-0.03675878041019292,-3.675878041019292,4,0.5904303938790143,53.125,1.1137799626623872,0.1600030724939821,200.4803932792293,-179.99999999999963,select,grid,E2+T7
A15_M10,0.15,10,202,201,1,4,198,1079.8672778273653,79.86727782736534,7.986727782736525,-0.03005147811082456,-3.005147811082456,7,1.0,55.223880597014926,1.2958199020006582,0.3973496409321678,349.8534325357397,-269.986154708374,holdout,grid,E2+T7
A15_M10,0.15,10,330,329,1,4,326,1101.103798308025,101.10379830802503,10.110379830802497,-0.03675878041019292,-3.675878041019292,7,1.0,54.40729483282675,1.2246820202135995,0.30730637783594805,551.0899530164004,-449.98615470837365,full,grid,E2+T7
A15_M12,0.15,12,128,128,0,0,128,1020.4803932792283,20.480393279228338,2.048039327922835,-0.03675878041019292,-3.675878041019292,4,0.5904303938790143,53.125,1.1137799626623872,0.1600030724939821,200.4803932792293,-179.99999999999963,select,grid,E2+T7
A15_M12,0.15,12,202,201,1,4,198,1079.8672778273653,79.86727782736534,7.986727782736525,-0.03005147811082456,-3.005147811082456,7,1.0,55.223880597014926,1.2958199020006582,0.3973496409321678,349.8534325357397,-269.986154708374,holdout,grid,E2+T7
A15_M12,0.15,12,330,329,1,4,326,1101.103798308025,101.10379830802503,10.110379830802497,-0.03675878041019292,-3.675878041019292,7,1.0,54.40729483282675,1.2246820202135995,0.30730637783594805,551.0899530164004,-449.98615470837365,full,grid,E2+T7
A17.5_M4,0.175,4,128,128,0,0,128,1023.8937921591001,23.893792159100144,2.3893792159100036,-0.04259691352987219,-4.259691352987219,4,0.6870092351416874,53.125,1.1137799626623877,0.18667025124297912,233.89379215910085,-209.99999999999952,select,grid,E2+T7
A17.5_M4,0.175,4,202,192,10,0,192,1091.541672996732,91.5416729967319,9.1541672996732,-0.028342537732702795,-2.8342537732702797,4,0.6993661213794129,55.208333333333336,1.304125159457583,0.4767795468579803,392.54167299673156,-300.9999999999993,holdout,grid,E2+T7
A17.5_M4,0.175,4,330,320,10,0,320,1115.4354651558326,115.43546515583262,11.54354651558327,-0.04259691352987219,-4.259691352987219,4,0.6870092351416874,54.375,1.2259011059801053,0.36073582861197984,626.4354651558324,-510.99999999999886,full,grid,E2+T7
A17.5_M6,0.175,6,128,128,0,0,128,1023.8937921591001,23.893792159100144,2.3893792159100036,-0.04259691352987219,-4.259691352987219,4,0.6870092351416874,53.125,1.1137799626623877,0.18667025124297912,233.89379215910085,-209.99999999999952,select,grid,E2+T7
A17.5_M6,0.175,6,202,199,3,4,195,1088.2501776264628,88.2501776264628,8.825017762646281,-0.034153623438631514,-3.4153623438631513,6,1.0,54.77386934673367,1.2810100896111578,0.443468229278709,402.2964730764862,-314.0462954500231,holdout,grid,E2+T7
A17.5_M6,0.175,6,330,327,3,2,325,1111.7868567114833,111.78685671148332,11.178685671148326,-0.04259691352987219,-4.259691352987219,6,1.0,54.12844036697248,1.212933897521354,0.34185583092197036,636.7707038712535,-524.9838471597691,full,grid,E2+T7
A17.5_M8,0.175,8,128,128,0,0,128,1023.8937921591001,23.893792159100144,2.3893792159100036,-0.04259691352987219,-4.259691352987219,4,0.6870092351416874,53.125,1.1137799626623877,0.18667025124297912,233.89379215910085,-209.99999999999952,select,grid,E2+T7
A17.5_M8,0.175,8,202,199,3,7,195,1088.2501776264628,88.2501776264628,8.825017762646281,-0.034153623438631514,-3.4153623438631513,6,1.0,54.77386934673367,1.2810100896111578,0.443468229278709,402.2964730764862,-314.0462954500231,holdout,grid,E2+T7
A17.5_M8,0.175,8,330,328,2,5,325,1111.7871486608763,111.78714866087626,11.178714866087635,-0.04259691352987219,-4.259691352987219,7,1.0,54.26829268292683,1.212934453632546,0.34081447762462597,636.7709958206465,-524.9838471597691,full,grid,E2+T7
A17.5_M10,0.175,10,128,128,0,0,128,1023.8937921591001,23.893792159100144,2.3893792159100036,-0.04259691352987219,-4.259691352987219,4,0.6870092351416874,53.125,1.1137799626623877,0.18667025124297912,233.89379215910085,-209.99999999999952,select,grid,E2+T7
A17.5_M10,0.175,10,202,199,3,7,195,1088.2501776264628,88.2501776264628,8.825017762646281,-0.034153623438631514,-3.4153623438631513,6,1.0,54.77386934673367,1.2810100896111578,0.443468229278709,402.2964730764862,-314.0462954500231,holdout,grid,E2+T7
A17.5_M10,0.175,10,330,328,2,5,325,1111.7871486608763,111.78714866087626,11.178714866087635,-0.04259691352987219,-4.259691352987219,7,1.0,54.26829268292683,1.212934453632546,0.34081447762462597,636.7709958206465,-524.9838471597691,full,grid,E2+T7
A17.5_M12,0.175,12,128,128,0,0,128,1023.8937921591001,23.893792159100144,2.3893792159100036,-0.04259691352987219,-4.259691352987219,4,0.6870092351416874,53.125,1.1137799626623877,0.18667025124297912,233.89379215910085,-209.99999999999952,select,grid,E2+T7
A17.5_M12,0.175,12,202,199,3,7,195,1088.2501776264628,88.2501776264628,8.825017762646281,-0.034153623438631514,-3.4153623438631513,6,1.0,54.77386934673367,1.2810100896111578,0.443468229278709,402.2964730764862,-314.0462954500231,holdout,grid,E2+T7
A17.5_M12,0.175,12,330,328,2,5,325,1111.7871486608763,111.78714866087626,11.178714866087635,-0.04259691352987219,-4.259691352987219,7,1.0,54.26829268292683,1.212934453632546,0.34081447762462597,636.7709958206465,-524.9838471597691,full,grid,E2+T7
A20_M4,0.2,4,128,128,0,0,128,1027.3071910389724,27.307191038972405,2.730719103897239,-0.048357067904256736,-4.835706790425673,4,0.7830773353599824,53.125,1.1137799626623874,0.2133374299919761,267.3071910389724,-239.99999999999946,select,grid,E2+T7
A20_M4,0.2,4,202,192,10,0,192,1104.619054853408,104.61905485340799,10.461905485340806,-0.03224611677202358,-3.224611677202358,4,0.7991721839924716,55.208333333333336,1.304125159457583,0.5448909106948346,448.6190548534075,-343.9999999999992,holdout,grid,E2+T7
A20_M4,0.2,4,330,320,10,0,320,1131.9262458923808,131.92624589238085,13.19262458923809,-0.048357067904256736,-4.835706790425673,4,0.7830773353599824,54.375,1.2259011059801055,0.4122695184136913,715.9262458923799,-583.9999999999986,full,grid,E2+T7
A20_M6,0.2,6,128,128,0,0,128,1027.3071910389724,27.307191038972405,2.730719103897239,-0.048357067904256736,-4.835706790425673,4,0.7830773353599824,53.125,1.1137799626623874,0.2133374299919761,267.3071910389724,-239.99999999999946,select,grid,E2+T7
A20_M6,0.2,6,202,199,3,4,195,1103.1815652401374,103.18156524013739,10.318156524013734,-0.033385082809415066,-3.3385082809415065,6,1.0,54.77386934673367,1.2922034578873824,0.5185003278398873,456.29704849326436,-353.1154832531267,holdout,grid,E2+T7
A20_M6,0.2,6,330,327,3,4,323,1130.0444809604744,130.0444809604744,13.004448096047438,-0.048357067904256736,-4.835706790425673,6,1.0,54.12844036697248,1.2188478994460492,0.3976895442216352,724.2675979729984,-594.2231170125236,full,grid,E2+T7
A20_M8,0.2,8,128,128,0,0,128,1027.3071910389724,27.307191038972405,2.730719103897239,-0.048357067904256736,-4.835706790425673,4,0.7830773353599824,53.125,1.1137799626623874,0.2133374299919761,267.3071910389724,-239.99999999999946,select,grid,E2+T7
A20_M8,0.2,8,202,199,3,7,195,1103.1815652401374,103.18156524013739,10.318156524013734,-0.033385082809415066,-3.3385082809415065,6,1.0,54.77386934673367,1.2922034578873824,0.5185003278398873,456.29704849326436,-353.1154832531267,holdout,grid,E2+T7
A20_M8,0.2,8,330,327,3,7,323,1130.0444809604744,130.0444809604744,13.004448096047438,-0.048357067904256736,-4.835706790425673,6,1.0,54.12844036697248,1.2188478994460492,0.3976895442216352,724.2675979729984,-594.2231170125236,full,grid,E2+T7
A20_M10,0.2,10,128,128,0,0,128,1027.3071910389724,27.307191038972405,2.730719103897239,-0.048357067904256736,-4.835706790425673,4,0.7830773353599824,53.125,1.1137799626623874,0.2133374299919761,267.3071910389724,-239.99999999999946,select,grid,E2+T7
A20_M10,0.2,10,202,199,3,7,195,1103.1815652401374,103.18156524013739,10.318156524013734,-0.033385082809415066,-3.3385082809415065,6,1.0,54.77386934673367,1.2922034578873824,0.5185003278398873,456.29704849326436,-353.1154832531267,holdout,grid,E2+T7
A20_M10,0.2,10,330,327,3,7,323,1130.0444809604744,130.0444809604744,13.004448096047438,-0.048357067904256736,-4.835706790425673,6,1.0,54.12844036697248,1.2188478994460492,0.3976895442216352,724.2675979729984,-594.2231170125236,full,grid,E2+T7
A20_M12,0.2,12,128,128,0,0,128,1027.3071910389724,27.307191038972405,2.730719103897239,-0.048357067904256736,-4.835706790425673,4,0.7830773353599824,53.125,1.1137799626623874,0.2133374299919761,267.3071910389724,-239.99999999999946,select,grid,E2+T7
A20_M12,0.2,12,202,199,3,7,195,1103.1815652401374,103.18156524013739,10.318156524013734,-0.033385082809415066,-3.3385082809415065,6,1.0,54.77386934673367,1.2922034578873824,0.5185003278398873,456.29704849326436,-353.1154832531267,holdout,grid,E2+T7
A20_M12,0.2,12,330,327,3,7,323,1130.0444809604744,130.0444809604744,13.004448096047438,-0.048357067904256736,-4.835706790425673,6,1.0,54.12844036697248,1.2188478994460492,0.3976895442216352,724.2675979729984,-594.2231170125236,full,grid,E2+T7
A25_M4,0.25,4,128,128,0,0,128,1034.1339887987158,34.13398879871579,3.4133988798715764,-0.059649607323573134,-5.964960732357313,4,0.9736974332239483,53.125,1.113779962662387,0.2666717874899701,334.13398879871545,-299.99999999999943,select,grid,E2+T7
A25_M4,0.25,4,202,192,10,0,192,1130.7738185667602,130.77381856676016,13.077381856676018,-0.039949107184620344,-3.9949107184620343,4,0.9987068720107525,55.208333333333336,1.304125159457583,0.6811136383685433,560.7738185667594,-429.99999999999903,holdout,grid,E2+T7
A25_M4,0.25,4,330,320,10,0,320,1164.907807365476,164.90780736547595,16.490780736547595,-0.059649607323573134,-5.964960732357313,4,0.9736974332239483,54.375,1.225901105980105,0.5153368980171141,894.9078073654748,-729.9999999999984,full,grid,E2+T7
A25_M6,0.25,6,128,128,0,0,128,1034.1339887987158,34.13398879871579,3.4133988798715764,-0.059649607323573134,-5.964960732357313,4,0.9736974332239483,53.125,1.113779962662387,0.2666717874899701,334.13398879871545,-299.99999999999943,select,grid,E2+T7
A25_M6,0.25,6,202,196,6,10,192,1130.934546282256,130.93454628225595,13.093454628225597,-0.03973862433560997,-3.973862433560997,5,1.0,55.10204081632653,1.3036397247108926,0.6680333993992653,562.1513325803069,-431.2167862980509,holdout,grid,E2+T7
A25_M6,0.25,6,330,324,6,10,320,1164.8804917966377,164.88049179663767,16.488049179663776,-0.059649607323573134,-5.964960732357313,5,1.0,54.32098765432099,1.225065387210255,0.5088904067797466,897.4697799158597,-732.5892881192219,full,grid,E2+T7
A25_M8,0.25,8,128,128,0,0,128,1034.1339887987158,34.13398879871579,3.4133988798715764,-0.059649607323573134,-5.964960732357313,4,0.9736974332239483,53.125,1.113779962662387,0.2666717874899701,334.13398879871545,-299.99999999999943,select,grid,E2+T7
A25_M8,0.25,8,202,196,6,10,192,1130.934546282256,130.93454628225595,13.093454628225597,-0.03973862433560997,-3.973862433560997,5,1.0,55.10204081632653,1.3036397247108926,0.6680333993992653,562.1513325803069,-431.2167862980509,holdout,grid,E2+T7
A25_M8,0.25,8,330,324,6,10,320,1164.8804917966377,164.88049179663767,16.488049179663776,-0.059649607323573134,-5.964960732357313,5,1.0,54.32098765432099,1.225065387210255,0.5088904067797466,897.4697799158597,-732.5892881192219,full,grid,E2+T7
A25_M10,0.25,10,128,128,0,0,128,1034.1339887987158,34.13398879871579,3.4133988798715764,-0.059649607323573134,-5.964960732357313,4,0.9736974332239483,53.125,1.113779962662387,0.2666717874899701,334.13398879871545,-299.99999999999943,select,grid,E2+T7
A25_M10,0.25,10,202,196,6,10,192,1130.934546282256,130.93454628225595,13.093454628225597,-0.03973862433560997,-3.973862433560997,5,1.0,55.10204081632653,1.3036397247108926,0.6680333993992653,562.1513325803069,-431.2167862980509,holdout,grid,E2+T7
A25_M10,0.25,10,330,324,6,10,320,1164.8804917966377,164.88049179663767,16.488049179663776,-0.059649607323573134,-5.964960732357313,5,1.0,54.32098765432099,1.225065387210255,0.5088904067797466,897.4697799158597,-732.5892881192219,full,grid,E2+T7
A25_M12,0.25,12,128,128,0,0,128,1034.1339887987158,34.13398879871579,3.4133988798715764,-0.059649607323573134,-5.964960732357313,4,0.9736974332239483,53.125,1.113779962662387,0.2666717874899701,334.13398879871545,-299.99999999999943,select,grid,E2+T7
A25_M12,0.25,12,202,196,6,10,192,1130.934546282256,130.93454628225595,13.093454628225597,-0.03973862433560997,-3.973862433560997,5,1.0,55.10204081632653,1.3036397247108926,0.6680333993992653,562.1513325803069,-431.2167862980509,holdout,grid,E2+T7
A25_M12,0.25,12,330,324,6,10,320,1164.8804917966377,164.88049179663767,16.488049179663776,-0.059649607323573134,-5.964960732357313,5,1.0,54.32098765432099,1.225065387210255,0.5088904067797466,897.4697799158597,-732.5892881192219,full,grid,E2+T7
